Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Chapter,Snippet,Order,Rich Text,Quote,Tag,PDF,Icon,Blog Article,External Link,Type,Location
Billable days – on automatic,billable-days---on-automatic,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b2c,false,true,Tue Oct 21 2025 16:13:01 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:44:20 GMT+0000 (Coordinated Universal Time),,Introduction,"“It’s like a radar. It shows us where to act and when to get in touch. That makes us more valuable and more visible, without more work.” just one hour of admin a month thanks to AiSC’s automation",,,,,,https://cdn.prod.website-files.com/6981bc63d15449fd5f2c293d/6981bc63d15449fd5f2c2af7_small-lightning.svg,,,,
CMS Vendors <> Giving to Win,cms-vendors-giving-to-win,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b37,false,false,Mon Nov 10 2025 11:44:43 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:54:24 GMT+0000 (Coordinated Universal Time),,,,,,,,,,cms-vendors-giving-to-win,,Blog Post,
"Deploy AI to grow revenue in 7 days and profit in 90, without adding headcount",deploy-ai-to-grow-revenue-in-7-days-and-profit-in-90-without-adding-headcount,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b82,false,false,Wed Jan 28 2026 14:38:38 GMT+0000 (Coordinated Universal Time),Wed Jan 28 2026 14:45:27 GMT+0000 (Coordinated Universal Time),,i-want-to,"Deploy AI for 8-11% profit uplift in 90 days. No new headcount, no specialist skills. Turn client oversight into predictable revenue.",,,,,,,,,,
Deployment guide (AiSC / AOD,deployment-guide-aisc-aod,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b3a,false,false,Mon Nov 10 2025 11:45:09 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:53:00 GMT+0000 (Coordinated Universal Time),,,"Ron was looking for a product for existing market that would deliver steady, repeatable revenue. Something new, without creating extra work, solving a problem. AiSC new revenue today and door opening to new work tomorrow.",2,,,,,,,https://aaanow.aflip.in/Agency_GROWTH_4M_PLAN_AiSC_04AUG25.html,External Link,
Fundamental Background,fundamental-background,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2aa7,false,true,Tue Sep 09 2025 13:09:49 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:44:20 GMT+0000 (Coordinated Universal Time),,digital-fundamentals,Every organisation is now a digital organisation.,4,"<p id=""""><strong id="""">Every organisation is now a digital organisation.</strong></p><p id="""">The website is no longer just a front door. It is the business. It drives engagement, sales, reputation, recruitment, compliance, and investor confidence.</p><p id="""">Yet in many organisations, there is no clear visibility of how well their online presence is really performing. </p><p id=""""><br>Executives are often given reports that reassure more than they reveal.</p><p id="""">These focus on surface-level wins or checkbox compliance rather than operational reality. This is not about blame. It is a consequence of complexity, fragmented systems, and a reporting culture that avoids highlighting underlying issues. </p><p id="""">As a result, problems remain hidden. Value is lost, risk accumulates, and confidence weakens without anyone realising.</p><blockquote id="""">“For the first time (we believe), automation is moving beyond technical diagnostics to reveal what truly matters for performance, trust, and risk.”</blockquote><p id="""">AI at scale can now pinpoint the website elements that damage user experience, weaken trust, and cut into value.</p><p id=""""><br>As well as identifying what’s costing you money, we’re uncovering content risks that leave organisations unnecessarily exposed - and are silently eroding brand equity.</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p><p id=""""><strong id="""">From Tests to Clarity: How Fundamentals Were Built?<br></strong></p><p id="""">This does not mean the other ~ 1,650 checks are ignored. They have been grouped and prioritised intelligently based on real-world outcomes - not technical completeness. </p><p id="""">The aim is not to create a long list of technical faults, but to confirm what genuinely affects value and risk.<br></p><p id="""">We have always focused on substance, not standards for their own sake. What matters is not whether a site passes every test, but whether it performs, builds trust, and avoids unnecessary exposure.</p><p id="""">‍<br></p><p id="""">Our work spans; infrastructure, UX, compliance, carbon impact, and content integrity. But just running tests is not the goal. The goal is knowing which one's matter - and why. That is what we’ve spent the last two decades refining.<br></p><p id="""">First published in 2004, our independent benchmarking framework has been used by public bodies, regulators, insurers, analysts, and major organisations to understand how their websites are performing and where the risks lie.</p><p id="""">‍</p><p id=""""><strong id="""">Why are we the right organisation to define and deliver the measurement of digital fundamentals?<br></strong></p><p id="""">The answer is rooted in scale, depth, and trust.<br></p><p id="""">With over 25 years of direct experience assessing digital performance, we have built one of the most comprehensive data sets in the sector - over 3.7 trillion data points covering every element of digital behaviour, quality, and risk.</p><p id="""">Our technology has been used to run over 1,700 different tests across millions of pages. This has allowed us to observe patterns, compare outcomes, and understand the practical impact of each issue in context. From that foundation, we’ve been able to identify and define the core digital fundamentals - a focused group of around 20 critical &nbsp;/ 30 priority indicators that every web page should confirm are in place.<br></p><p id="""">‍</p><blockquote id="""">”We have been measuring websites longer than almost anyone else”</blockquote><p id="""">‍</p><p id="""">‍</p><p id=""""><strong id="""">Digital fundamentals are the essential building blocks that underpin a healthy online presence. </strong><br></p><p id="""">They are not creative choices or tactical features. They are structural elements that determine whether your digital operations are delivering value, creating risk, or quietly underperforming. Just as organisations rely on financial fundamentals to understand business health, digital fundamentals offer the same for online operations. Without them, everything built on top, from content to campaigns - is less effective, less trustworthy, and more exposed.</p><p id="""">‍</p><blockquote id="""">“No more decoding tech speak. Just results you understand”</blockquote><p id="""">‍</p><p id="""">‍</p><h2 id="""">This matters at the executive level</h2><p id=""""><strong id="""">Executives are not expected to know how websites work at a technical level.</strong><br></p><p id="""">But just as they rely on financial reporting, risk registers, or operational dashboards, they need a way to monitor digital health and performance.</p><p id="""">Without this, three issues persist:.<br></p><ul id=""""><li id=""""><strong id="""">Reputational damage </strong>caused by inaccessibility or outdated content</li><li id=""""><strong id="""">Lost revenue </strong>due to broken journeys, poor visibility, or missed compliance</li><li id=""""><strong id="""">Risk exposure </strong>through privacy violations, hidden vulnerabilities, or poor governance<br></li></ul><p id="""">These are not isolated problems. </p><p id="""">They are well-documented and recurring across sectors. And they can be traced back to one core gap: no clear way to confirm whether the digital fundamentals are in place.</p><p id="""">‍</p>",,Background,,,,,,
Get started with AiSC: what happens in the first 7 days,get-started-with-aisc-what-happens-in-the-first-7-days,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b8a,false,false,Wed Jan 28 2026 14:42:49 GMT+0000 (Coordinated Universal Time),Wed Jan 28 2026 14:44:43 GMT+0000 (Coordinated Universal Time),,i-want-to,"What is required to begin, what is provided in the first week, and how pricing is set so spend is clear before any commitment.",,,,,,,,,,
Give BDRs target-named outreach that triggers real conversations,give-bdrs-target-named-outreach-that-triggers-real-conversations,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b88,false,false,Wed Jan 28 2026 14:42:12 GMT+0000 (Coordinated Universal Time),Wed Jan 28 2026 14:45:11 GMT+0000 (Coordinated Universal Time),,i-want-to,Replace generic templates with target-named insight. IN|SITE delivers personalisation in 11 minutes vs 2.5 hours. Improve first-call progression.,,,,,,,,,,
Legislative exposure – yours!,legislative-exposure---yours,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b2e,false,true,Tue Oct 21 2025 16:13:50 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:44:20 GMT+0000 (Coordinated Universal Time),,Introduction,"3% of agency executives understand new accessibility laws already impacting clients in key US states. As the UK and EU align, vendor liability becomes automatic.",,"<blockquote id="""">3% of Agency Executives Are Aware of What Comes Next</blockquote><p id="""">How changing accessibility laws are creating automatic liability for agencies and why the window for action is closing.</p><h3 id="""">3% Awareness, 97% Exposure</h3><p id="""">3% of agency executives understand how fast accessibility legislation is changing. Most still believe that accessibility responsibility sits with the client, or that carefully worded terms and conditions protect them from risk. Both assumptions are now wrong.<br><br>Across new and updated regulations, a single idea appears again and again: vendor accountability. Lawmakers have recognised that digital suppliers, not clients, are often the ones making or overstating compliance claims. To address this, the latest laws now include clauses that remove the ability for vendors to hide behind their own terms and conditions. The intent is clear: responsibility cannot be contracted away.<br><br>Agencies, CMS providers, and digital suppliers are becoming ever more accountable, and with new laws legally accountable when clients’ websites or online products fail accessibility requirements. Accessibility has shifted from a design preference to a regulated standard, and that change is already written into law across several key US states. The same model is spreading internationally, from the EEA to Asia-Pacific.</p><h3 id="""">Where the Law Now Sits</h3><p id="""">Accessibility requirements have been part of US procurement policy for decades, but the latest state-level updates explicitly extend responsibility to service providers.</p><div data-rt-embed-type='true'><table>
  <thead>
    <tr>
      <th>Region / Law</th>
      <th>Focus</th>
      <th>Liability Shift</th>
      <th>Source</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>California AB 1757</td>
      <td>Requires WCAG 2.1 AA conformance for websites; presumption of non-compliance when failed.</td>
      <td>Vendors directly liable for inaccessible sites.</td>
      <td>AB 1757 Text / Senate Analysis / DWT Briefing</td>
    </tr>
    <tr>
      <td>Virginia HB 2541</td>
      <td>Defines digital accessibility within ICT procurement.</td>
      <td>Suppliers and agencies both accountable.</td>
      <td>LIS Text / BarrierBreak / Allyant</td>
    </tr>
    <tr>
      <td>New York</td>
      <td>Rulings require accessibility for state and municipal suppliers.</td>
      <td>Vendors responsible for digital discrimination.</td>
      <td>NY State Accessibility</td>
    </tr>
    <tr>
      <td>Colorado Accessibility Law</td>
      <td>Applies to all state/local suppliers delivering digital services.</td>
      <td>Vendors accountable under procurement rules.</td>
      <td>Colorado Law HB21-1110</td>
    </tr>
    <tr>
      <td>European Accessibility Act</td>
      <td>Harmonises accessibility obligations across the EU.</td>
      <td>Shared liability between operators and service providers.</td>
      <td>EEA Overview</td>
    </tr>
    <tr>
      <td>United Kingdom</td>
      <td>Expected to align with EEA within next reform cycle.</td>
      <td>Supplier accountability likely to mirror EU.</td>
      <td>Gov UK Accessibility</td>
    </tr>
    <tr>
      <td>South Korea / Singapore / Australia</td>
      <td>Accessibility tied to procurement standards.</td>
      <td>Vendors must meet WCAG to qualify.</td>
      <td>Microassist Blog</td>
    </tr>
  </tbody>
</table></div><h3 id="""">Why Agencies Are Now in the Firing Line</h3><p id="""">These laws were created because agencies and technology partners have repeatedly over-promised compliance. Clients relied on those claims and were left exposed. The law now treats the supplier as a party to accessibility failure unless that supplier explicitly states that compliance is not included. Even then, such disclaimers offer little protection as contract language rarely overrides civil-rights legislation.</p><h3 id="""">Retrospective Risk</h3><p id="""">While current rules apply to new contracts, legislators are debating how far back accountability can reach. Some discussions propose retrospective enforcement covering prior projects by one, three, or even five years. Class actions are already being discussed where clients share common vendor claims.</p><h3 id="""">The Global Echo</h3><p id="""">The same legislative structure is emerging globally. The European Accessibility Act sets shared liability, the UK is expected to follow, and similar policies are already embedded in Asia-Pacific procurement frameworks. Privacy enforcement is following a similar path, extending accountability to vendors who manage user data.</p><h3 id="""">The Legal Detail Agencies Overlook</h3><p id="""">Terms and conditions that once felt watertight now offer little protection. Accessibility law prioritises user rights. If an agency's work prevents equal access, courts side with the user, not the supplier's contract. The safest route is transparency: make clear whether compliance is provided and prove it where claimed.</p><h3 id="""">Risk, Exposure, and Evidence</h3><p id="""">Accessibility is the first area where supplier liability is tested, but privacy and data control will follow. Risk now sits in proposals, RFPs, and statements of compliance. Agencies must maintain audit trails and evidence to defend their position.</p><h3 id="""">What Agencies Should Do Now</h3><p id="""">1. Audit your exposure and review all contracts mentioning compliance.<br>2. Validate every claim of accessibility.<br>3. Maintain documentation and testing records.<br>4. Align proposal language with deliverable proof.<br>5. Establish continuous oversight and evidence reporting.</p><h3 id="""">How AOD Supports Awareness and Oversight</h3><p id="""">The Agency Opportunity Dashboard (AOD) provides clear visibility of accessibility exposure across client estates. It identifies where compliance has been promised but not verified, and tracks progress over time. AOD acts as both auditing evidence and ongoing oversight, giving agencies the certainty they need.</p><h3 id="""">The Reality</h3><p id="""">Liability is written into law. Ignorance is not a defence. Only 3 % of agencies understand this change, leaving 97 % at risk. Agencies that act now can prepare. Those that wait may face difficult questions about why they did not.</p><h2 id="""">References and Sources</h2><div data-rt-embed-type='true'><table>
  <thead>
    <tr>
      <th>Source Name</th>
      <th>Section</th>
      <th>Link</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td data-label=""Source Name"">Converge Accessibility – Legal Update Sept 2025</td>
      <td data-label=""Section"">Evidence and Credibility / Laws Table</td>
      <td data-label=""Link""><a href=""https://convergeaccessibility.com/2025/09/29/legal-update-september-2025/"" target=""_blank"">convergeaccessibility.com/2025/09/29/legal-update-september-2025/</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Converge Accessibility Blog</td>
      <td data-label=""Section"">Evidence and Credibility</td>
      <td data-label=""Link""><a href=""https://convergeaccessibility.com/blog/"" target=""_blank"">convergeaccessibility.com/blog/</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Microassist – Jack McElaney Blog Posts</td>
      <td data-label=""Section"">Evidence and Credibility / Global Echo / Risk and Exposure</td>
      <td data-label=""Link""><a href=""https://www.microassist.com/author/jmcelaney/"" target=""_blank"">microassist.com/author/jmcelaney/</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">California AB 1757 Text (Legiscan)</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://legiscan.com/CA/text/AB1757/id/2837347"" target=""_blank"">legiscan.com/CA/text/AB1757/id/2837347</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">CA Senate Judiciary Analysis</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://sjud.senate.ca.gov/sites/sjud.senate.ca.gov/files/ab_1757_sjud_analysis.pdf"" target=""_blank"">sjud.senate.ca.gov/files/ab_1757_sjud_analysis.pdf</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">DWT Briefing on AB 1757</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://www.dwt.com/blogs/broadband-advisor/2023/08/california-website-accessibility-liability-ab-1757"" target=""_blank"">dwt.com/blogs/broadband-advisor/2023/08/california-website-accessibility-liability-ab-1757</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Virginia HB 2541 Text (LIS)</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://lis.virginia.gov/bill-details/20251/HB2541/text/HB2541"" target=""_blank"">lis.virginia.gov/bill-details/20251/HB2541/text/HB2541</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">BarrierBreak Commentary on HB 2541</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://www.barrierbreak.com/virginias-hb2541-a-landmark-in-digital-accessibility-and-inclusive-procurement/"" target=""_blank"">barrierbreak.com/virginias-hb2541-a-landmark-in-digital-accessibility-and-inclusive-procurement/</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Allyant Article on HB 2541</td>
      <td data-label=""Section"">Laws Table / Expert Quotes</td>
      <td data-label=""Link""><a href=""https://allyant.com/blog/virginia-passes-hb2541-a-milestone-achievement-for-accessible-procurement/"" target=""_blank"">allyant.com/blog/virginia-passes-hb2541-a-milestone-achievement-for-accessible-procurement/</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">New York State Gov Accessibility Standards</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://its.ny.gov/web-standard-accessibility"" target=""_blank"">its.ny.gov/web-standard-accessibility</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Colorado HB21-1110 Digital Accessibility Law</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://leg.colorado.gov/bills/hb21-1110"" target=""_blank"">leg.colorado.gov/bills/hb21-1110</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">European Accessibility Act Overview</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://commission.europa.eu/accessibility-act_en"" target=""_blank"">commission.europa.eu/accessibility-act_en</a></td>
    </tr>
    <tr>
      <td data-label=""Source Name"">Gov UK Accessibility Requirements</td>
      <td data-label=""Section"">Laws Table</td>
      <td data-label=""Link""><a href=""https://www.gov.uk/guidance/accessibility-requirements-for-public-sector-websites-and-apps"" target=""_blank"">gov.uk/guidance/accessibility-requirements-for-public-sector-websites-and-apps</a></td>
    </tr>
  </tbody>
</table></div>",,,,https://cdn.prod.website-files.com/6981bc63d15449fd5f2c293d/6981bc63d15449fd5f2c2afa_small-document.svg,,,,
Live in a week <> ROI in 3 ,live-in-a-week-roi-in-3,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b36,false,false,Mon Nov 10 2025 11:44:34 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 12:12:05 GMT+0000 (Coordinated Universal Time),,,,,,,,,,live-in-a-week-roi-in-3,,Blog Post,
Our credentials doc  ,our-credentials-doc,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b38,false,false,Mon Nov 10 2025 11:44:55 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:57:22 GMT+0000 (Coordinated Universal Time),,,,4,,,,,,,https://aaatraq.aflip.in/Agency_Credits_AiSC_06JUN25.html,External Link,
"Secure boardroom access and keep it, with evidence that sustains influence",secure-boardroom-access-and-keep-it-with-evidence-that-sustains-influence,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b85,false,false,Wed Jan 28 2026 14:40:57 GMT+0000 (Coordinated Universal Time),Wed Jan 28 2026 15:40:01 GMT+0000 (Coordinated Universal Time),,i-want-to,"Earn senior stakeholder time with evidence-led scorecards. Show where the organisation stands online, sustain influence with clarity that lasts.",,,,,,,,,,
The value in losing a pitch,the-value-in-losing-a-pitch,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b28,false,true,Tue Oct 21 2025 14:20:43 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:44:20 GMT+0000 (Coordinated Universal Time),,Introduction,"Yes really…. AiSC shows where the new incumbent performance is failing, which is worth $40,000 in 30 days and 3-year contract delivering six figure revenues.",2,,,,,https://cdn.prod.website-files.com/6981bc63d15449fd5f2c293d/6981bc63d15449fd5f2c2af9_small-shield.svg,,,,
Understanding ‘the fundamentals’,understanding-the-fundamentals,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b3b,false,false,Mon Nov 10 2025 11:45:17 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 12:10:14 GMT+0000 (Coordinated Universal Time),,,"“It’s like a radar. It shows us where to act and when to get in touch. That makes us more valuable and more visible, without more work.” just one hour of admin a month thanks to AiSC’s automation",1,,,,,,understanding-the-fundamentals,,Blog Post,
V500 - Opportunity in a box,v500---opportunity-in-a-box,6981bc63d15449fd5f2c29e9,6981bc63d15449fd5f2c2916,6981bc63d15449fd5f2c2b39,false,false,Mon Nov 10 2025 11:45:02 GMT+0000 (Coordinated Universal Time),Mon Nov 10 2025 11:53:17 GMT+0000 (Coordinated Universal Time),,,,3,,,,,,,https://youtu.be/rrJIz-RVbGc,External Link,
